date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:10	16900/16900	---MCZ	200	added ('OK')	text/html	date:Fri,%2005%20Jul%202024%2013:01:21%20GMT	https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/indexa2a6.html	(from )
21:01:10	0/0	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jul%202024%2013:01:20%20GMT	https://redcomparison.com/robots.txt		(from )
21:01:10	15406/15406	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	etag:W/%22e64044af8f24533f9320802deb0045cc%22	https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/images/favicon.ico	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/images/favicon.ico	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:10	3095/3095	---MCZ	200	added ('OK')	text/css	etag:W/%2243145b1f839ee0f847093c07f55ca6bc%22	https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/countdown.css	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/countdown.css	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:11	194901/194901	---M-Z	200	added ('OK')	text/css	etag:W/%222f955-d5HdHzFzoNYsw5wh0q1x/I2tDnI%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/cdn.jsdelivr.net/npm/bootstrap@5.2.3/dist/css/bootstrap.min.css	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:11	8847/8847	---MCZ	200	added ('OK')	text/css	etag:W/%224f18f58f99613d33ba6025ce5393520c%22	https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/animation.css	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/animation.css	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:11	8050/8050	---MCZ	200	added ('OK')	text/css	etag:W/%22ffc8d1b0c65cc822059f206ca045546d%22	https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/style.css	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/css/style.css	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:12	319/319	---MCZ	200	added ('OK')	application/javascript	etag:W/%2219f-5e99e39d6e294-gzip%22	https://zenacentre.com/casino/0004-bpid/rolfix.js	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/zenacentre.com/casino/0004-bpid/rolfix.js	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:13	231/231	---M--	400	error ('Bad%20Request')	text/html	date:Fri,%2005%20Jul%202024%2013:01:24%20GMT	https://stransensilions.com/d/40f02150-06c8-4c09-b0ae-d3534ff487b6.js	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/stransensilions.com/d/40f02150-06c8-4c09-b0ae-d3534ff487b6.6.delayed	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
21:01:13	4288/4288	---M--	200	added ('OK')	application/javascript	date:Fri,%2005%20Jul%202024%2013:01:24%20GMT	https://stransensilions.com/d/40f02150-06c8-4c09-b0ae-d3534ff487b6.js?noscript=true&lpurl=	C:/Users/User/OneDrive/Pictures/DC88/SPINNING/DC88/stransensilions.com/d/40f02150-06c8-4c09-b0ae-d3534ff487b6d349.js	(from https://redcomparison.com/04177-5-drinks-to-keep-you-warm-during-the-rains/?ad_id=%7B%7Bad.id%7D%7D&adset_id=%7B%7Badset.id%7D%7D&campaign_id=%7B%7Bcampaign.id%7D%7D&ad_name=%7B%7Bad.name%7D%7D&adset_name=%7B%7Badset.name%7D%7D&campaign_name=%7B%7Bcampaign.name%7D%7D&source=%7B%7Bsite_source_name%7D%7D&placement=%7B%7Bplacement%7D%7D&pid=765680512399890&cpid=40f02150-06c8-4c09-b0ae-d3534ff487b6&lpid=2f462c92-d176-4ea1-b07d-c5046f059086)
